symbol,timestamp,open,high,low,close,volume,trade_count,vwap
AMZN,2019-01-02 05:00:00+00:00,1465.2,1553.36,1460.93,1539.13,8279074.0,196916.0,1522.074727
AMZN,2019-01-03 05:00:00+00:00,1520.01,1538.0,1497.11,1500.28,7199259.0,172823.0,1515.246228
AMZN,2019-01-04 05:00:00+00:00,1530.0,1594.0,1518.3101,1575.39,9555309.0,218192.0,1564.389476
AMZN,2019-01-07 05:00:00+00:00,1602.31,1634.56,1589.185,1629.51,8302242.0,189817.0,1617.67576
AMZN,2019-01-08 05:00:00+00:00,1664.69,1676.61,1616.61,1656.58,9159499.0,227576.0,1653.040028
AMZN,2019-01-09 05:00:00+00:00,1652.98,1667.7989,1641.3953,1659.42,6586395.0,160674.0,1657.611031
AMZN,2019-01-10 05:00:00+00:00,1641.01,1663.25,1621.615,1656.22,6733620.0,151501.0,1646.831453
AMZN,2019-01-11 05:00:00+00:00,1640.55,1660.294,1636.22,1640.56,4893903.0,114125.0,1644.417258
AMZN,2019-01-14 05:00:00+00:00,1615.0,1648.2,1595.15,1617.21,6304455.0,125684.0,1626.321651
AMZN,2019-01-15 05:00:00+00:00,1632.0,1675.16,1626.01,1674.56,6216788.0,139660.0,1656.467913
AMZN,2019-01-16 05:00:00+00:00,1684.22,1705.0,1675.8787,1683.78,6662697.0,137719.0,1690.426667
AMZN,2019-01-17 05:00:00+00:00,1680.0,1700.17,1677.5,1693.22,4340913.0,103344.0,1688.960302
AMZN,2019-01-18 05:00:00+00:00,1712.0,1716.2,1691.54,1696.2,6465301.0,129754.0,1704.904075
AMZN,2019-01-22 05:00:00+00:00,1681.0,1681.8668,1610.2,1632.17,6743442.0,160733.0,1644.606417
AMZN,2019-01-23 05:00:00+00:00,1656.0,1657.43,1612.0,1640.02,5405514.0,118836.0,1636.918577
AMZN,2019-01-24 05:00:00+00:00,1641.07,1657.2572,1631.7847,1654.93,4326430.0,88996.0,1646.451929
AMZN,2019-01-25 05:00:00+00:00,1670.5,1683.48,1661.6122,1670.57,5268593.0,106624.0,1672.718855
AMZN,2019-01-28 05:00:00+00:00,1643.59,1645.0,1614.09,1637.89,5056804.0,118671.0,1629.358982
AMZN,2019-01-29 05:00:00+00:00,1631.27,1632.38,1590.72,1593.88,4781140.0,117602.0,1605.788559
AMZN,2019-01-30 05:00:00+00:00,1623.0,1676.95,1619.68,1670.43,6010019.0,140247.0,1653.325612
AMZN,2019-01-31 05:00:00+00:00,1692.85,1736.411,1679.0821,1718.73,11499914.0,294682.0,1710.771415
AMZN,2019-02-01 05:00:00+00:00,1638.88,1673.06,1622.01,1626.23,11879195.0,292137.0,1641.25947
AMZN,2019-02-04 05:00:00+00:00,1623.0,1649.63,1613.5,1633.31,5172824.0,109934.0,1633.6825
AMZN,2019-02-05 05:00:00+00:00,1643.34,1665.26,1642.5,1658.81,4792038.0,101180.0,1656.990192
AMZN,2019-02-06 05:00:00+00:00,1670.75,1672.26,1633.34,1640.26,4104559.0,88275.0,1646.160815
AMZN,2019-02-07 05:00:00+00:00,1625.0,1625.5389,1592.91,1614.37,4862575.0,120758.0,1609.152818
AMZN,2019-02-08 05:00:00+00:00,1586.0,1588.59,1566.756,1588.22,5844400.0,137445.0,1581.115037
AMZN,2019-02-11 05:00:00+00:00,1600.98,1609.29,1586.0,1591.0,3456850.0,77971.0,1594.197521
AMZN,2019-02-12 05:00:00+00:00,1604.0,1639.395,1598.88,1638.01,5037891.0,108822.0,1626.472523
AMZN,2019-02-13 05:00:00+00:00,1647.0,1656.38,1637.1063,1640.0,3711680.0,85789.0,1647.311676
AMZN,2019-02-14 05:00:00+00:00,1624.5,1637.9,1606.061,1622.65,4265933.0,96954.0,1622.708742
AMZN,2019-02-15 05:00:00+00:00,1627.86,1628.9099,1604.5,1607.95,4666978.0,100632.0,1612.773544
AMZN,2019-02-19 05:00:00+00:00,1601.0,1634.0,1600.56,1627.58,3833899.0,108662.0,1625.124555
AMZN,2019-02-20 05:00:00+00:00,1630.0,1634.93,1610.12,1622.1,3500151.0,79875.0,1624.143601
AMZN,2019-02-21 05:00:00+00:00,1619.85,1623.56,1600.91,1619.44,3602122.0,83663.0,1613.259685
AMZN,2019-02-22 05:00:00+00:00,1623.5,1634.94,1621.17,1631.56,3253728.0,72409.0,1629.882444
AMZN,2019-02-25 05:00:00+00:00,1641.45,1654.6,1630.3873,1633.0,3405529.0,79211.0,1639.95525
AMZN,2019-02-26 05:00:00+00:00,1625.98,1639.99,1616.1335,1636.4,2845716.0,63914.0,1629.430231
AMZN,2019-02-27 05:00:00+00:00,1628.18,1641.81,1615.1,1641.09,3312974.0,70331.0,1631.713322
AMZN,2019-02-28 05:00:00+00:00,1635.25,1651.77,1633.83,1639.83,3326317.0,65231.0,1642.451143
AMZN,2019-03-01 05:00:00+00:00,1655.13,1674.26,1651.0,1671.73,4845170.0,107530.0,1663.252079
AMZN,2019-03-04 05:00:00+00:00,1685.0,1709.43,1674.36,1696.17,6387265.0,136357.0,1694.564743
AMZN,2019-03-05 05:00:00+00:00,1702.95,1707.8,1689.01,1692.43,3834368.0,85465.0,1699.601651
AMZN,2019-03-06 05:00:00+00:00,1695.97,1697.75,1668.28,1668.95,4109629.0,88464.0,1679.043097
AMZN,2019-03-07 05:00:00+00:00,1667.37,1669.7534,1620.51,1625.95,5212709.0,108704.0,1639.177902
AMZN,2019-03-08 05:00:00+00:00,1604.01,1622.72,1586.57,1620.8,4832751.0,114125.0,1607.391674
AMZN,2019-03-11 04:00:00+00:00,1626.12,1672.285,1626.01,1670.62,4060645.0,84658.0,1655.450544
AMZN,2019-03-12 04:00:00+00:00,1669.0,1684.265,1660.98,1673.1,3805635.0,76840.0,1675.746877
AMZN,2019-03-13 04:00:00+00:00,1683.0,1700.0,1679.35,1690.81,3722432.0,91598.0,1691.970176
AMZN,2019-03-14 04:00:00+00:00,1691.2,1702.0,1684.34,1686.22,3142838.0,70400.0,1692.520471
AMZN,2019-03-15 04:00:00+00:00,1703.0,1718.8,1693.13,1712.36,9137093.0,126943.0,1707.717562
AMZN,2019-03-18 04:00:00+00:00,1712.7,1750.0,1712.63,1742.15,5700249.0,133328.0,1738.66281
AMZN,2019-03-19 04:00:00+00:00,1753.51,1784.16,1753.51,1761.85,6612427.0,156725.0,1769.378733
